college,topic,count,URL
Lee College of Engineering,manufacturing,1,https:\/\/pages.charlotte.edu\/connections\/links\/manufacturing\/
Lee College of Engineering,coal ash,1,https:\/\/pages.charlotte.edu\/connections\/links\/coal-ash\/
Lee College of Engineering,sorption-desorption cycling,1,https:\/\/pages.charlotte.edu\/connections\/links\/sorption-desorption-cycling\/
Lee College of Engineering,waste management,1,https:\/\/pages.charlotte.edu\/connections\/links\/waste-management\/
Lee College of Engineering,earth dams analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/earth-dams-analysis\/
Lee College of Engineering,earth dams design,1,https:\/\/pages.charlotte.edu\/connections\/links\/earth-dams-design\/
School of Data Science (SDS),bioinformatics,6,https:\/\/pages.charlotte.edu\/connections\/links\/bioinformatics\/
School of Data Science (SDS),social media,5,https:\/\/pages.charlotte.edu\/connections\/links\/social-media\/
School of Data Science (SDS),data mining,4,https:\/\/pages.charlotte.edu\/connections\/links\/data-mining\/
School of Data Science (SDS),human-computer interaction,4,https:\/\/pages.charlotte.edu\/connections\/links\/human-computer-interaction\/
School of Data Science (SDS),machine learning,4,https:\/\/pages.charlotte.edu\/connections\/links\/machine-learning\/
School of Data Science (SDS),data science,4,https:\/\/pages.charlotte.edu\/connections\/links\/data-science\/
School of Data Science (SDS),business analytics,3,https:\/\/pages.charlotte.edu\/connections\/links\/business-analytics\/
School of Data Science (SDS),gene sequencing,3,https:\/\/pages.charlotte.edu\/connections\/links\/gene-sequencing\/
School of Data Science (SDS),cyber security,3,https:\/\/pages.charlotte.edu\/connections\/links\/cyber-security\/
School of Data Science (SDS),privacy,3,https:\/\/pages.charlotte.edu\/connections\/links\/privacy\/
School of Data Science (SDS),computational biology,3,https:\/\/pages.charlotte.edu\/connections\/links\/computational-biology\/
School of Data Science (SDS),supply chain management,3,https:\/\/pages.charlotte.edu\/connections\/links\/supply-chain-management\/
School of Data Science (SDS),data visualization,3,https:\/\/pages.charlotte.edu\/connections\/links\/data-visualization\/
School of Data Science (SDS),medical image analysis,2,https:\/\/pages.charlotte.edu\/connections\/links\/medical-image-analysis\/
School of Data Science (SDS),data discovery,2,https:\/\/pages.charlotte.edu\/connections\/links\/data-discovery\/
School of Data Science (SDS),video analysis,2,https:\/\/pages.charlotte.edu\/connections\/links\/video-analysis\/
School of Data Science (SDS),outreach,2,https:\/\/pages.charlotte.edu\/connections\/links\/outreach\/
School of Data Science (SDS),visualization,2,https:\/\/pages.charlotte.edu\/connections\/links\/visualization\/
School of Data Science (SDS),internet of things,2,https:\/\/pages.charlotte.edu\/connections\/links\/internet-of-things\/
School of Data Science (SDS),robotics,2,https:\/\/pages.charlotte.edu\/connections\/links\/robotics\/
School of Data Science (SDS),networks,2,https:\/\/pages.charlotte.edu\/connections\/links\/networks\/
School of Data Science (SDS),design,2,https:\/\/pages.charlotte.edu\/connections\/links\/design\/
School of Data Science (SDS),urban design,2,https:\/\/pages.charlotte.edu\/connections\/links\/urban-design\/
School of Data Science (SDS),geographic information science,2,https:\/\/pages.charlotte.edu\/connections\/links\/geographic-information-science\/
School of Data Science (SDS),security analytics,2,https:\/\/pages.charlotte.edu\/connections\/links\/security-analytics\/
School of Data Science (SDS),Architecture,2,https:\/\/pages.charlotte.edu\/connections\/links\/architecture\/
School of Data Science (SDS),E-business,2,https:\/\/pages.charlotte.edu\/connections\/links\/e-business\/
School of Data Science (SDS),information security,2,https:\/\/pages.charlotte.edu\/connections\/links\/information-security\/
School of Data Science (SDS),analytics,2,https:\/\/pages.charlotte.edu\/connections\/links\/analytics\/
School of Data Science (SDS),OM-marketing interface,1,https:\/\/pages.charlotte.edu\/connections\/links\/om-marketing-interface\/
School of Data Science (SDS),supply chain coordination,1,https:\/\/pages.charlotte.edu\/connections\/links\/supply-chain-coordination\/
School of Data Science (SDS),intelligent transportation systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/intelligent-transportation-systems\/
School of Data Science (SDS),intermodalism,1,https:\/\/pages.charlotte.edu\/connections\/links\/intermodalism\/
School of Data Science (SDS),mobility systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobility-systems\/
School of Data Science (SDS),public investments,1,https:\/\/pages.charlotte.edu\/connections\/links\/public-investments\/
School of Data Science (SDS),operations management,1,https:\/\/pages.charlotte.edu\/connections\/links\/operations-management\/
School of Data Science (SDS),service operations,1,https:\/\/pages.charlotte.edu\/connections\/links\/service-operations\/
School of Data Science (SDS),statistics,1,https:\/\/pages.charlotte.edu\/connections\/links\/statistics\/
School of Data Science (SDS),spinoza,1,https:\/\/pages.charlotte.edu\/connections\/links\/spinoza\/
School of Data Science (SDS),spatial data analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/spatial-data-analysis\/
School of Data Science (SDS),spatial modeling,1,https:\/\/pages.charlotte.edu\/connections\/links\/spatial-modeling\/
School of Data Science (SDS),sustainable urbanization,1,https:\/\/pages.charlotte.edu\/connections\/links\/sustainable-urbanization\/
School of Data Science (SDS),application of artificial intelligence,1,https:\/\/pages.charlotte.edu\/connections\/links\/application-of-artificial-intelligence\/
School of Data Science (SDS),computational science,1,https:\/\/pages.charlotte.edu\/connections\/links\/computational-science\/
School of Data Science (SDS),comparative urbanization,1,https:\/\/pages.charlotte.edu\/connections\/links\/comparative-urbanization\/
School of Data Science (SDS),health economics,1,https:\/\/pages.charlotte.edu\/connections\/links\/health-economics\/
School of Data Science (SDS),property theory,1,https:\/\/pages.charlotte.edu\/connections\/links\/property-theory\/
School of Data Science (SDS),big data ethics and politics,1,https:\/\/pages.charlotte.edu\/connections\/links\/big-data-ethics-and-politics\/
School of Data Science (SDS),biomedical research,1,https:\/\/pages.charlotte.edu\/connections\/links\/biomedical-research\/
School of Data Science (SDS),genomics,1,https:\/\/pages.charlotte.edu\/connections\/links\/genomics\/
School of Data Science (SDS),social networks,1,https:\/\/pages.charlotte.edu\/connections\/links\/social-networks\/
School of Data Science (SDS),plant pathologies,1,https:\/\/pages.charlotte.edu\/connections\/links\/plant-pathologies\/
School of Data Science (SDS),pathogen tracking,1,https:\/\/pages.charlotte.edu\/connections\/links\/pathogen-tracking\/
School of Data Science (SDS),plant pathology,1,https:\/\/pages.charlotte.edu\/connections\/links\/plant-pathology\/
School of Data Science (SDS),Pharmacoepidemiology,1,https:\/\/pages.charlotte.edu\/connections\/links\/pharmacoepidemiology\/
School of Data Science (SDS),political philosophy,1,https:\/\/pages.charlotte.edu\/connections\/links\/political-philosophy\/
School of Data Science (SDS),ethics,1,https:\/\/pages.charlotte.edu\/connections\/links\/ethics\/
School of Data Science (SDS),european political theory,1,https:\/\/pages.charlotte.edu\/connections\/links\/european-political-theory\/
School of Data Science (SDS),hobbes,1,https:\/\/pages.charlotte.edu\/connections\/links\/hobbes\/
School of Data Science (SDS),intellectual property rights,1,https:\/\/pages.charlotte.edu\/connections\/links\/intellectual-property-rights\/
School of Data Science (SDS),Pharmacoeconomics,1,https:\/\/pages.charlotte.edu\/connections\/links\/pharmacoeconomics\/
School of Data Science (SDS),Health Services Research,1,https:\/\/pages.charlotte.edu\/connections\/links\/health-services-research\/
School of Data Science (SDS),massive data analysis,1,https:\/\/pages.charlotte.edu\/connections\/links\/massive-data-analysis\/
School of Data Science (SDS),intelligent agents,1,https:\/\/pages.charlotte.edu\/connections\/links\/intelligent-agents\/
School of Data Science (SDS),modeling agent,1,https:\/\/pages.charlotte.edu\/connections\/links\/modeling-agent\/
School of Data Science (SDS),content delivery systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/content-delivery-systems\/
School of Data Science (SDS),storytelling,1,https:\/\/pages.charlotte.edu\/connections\/links\/storytelling\/
School of Data Science (SDS),innovation,1,https:\/\/pages.charlotte.edu\/connections\/links\/innovation\/
School of Data Science (SDS),manufacturing,1,https:\/\/pages.charlotte.edu\/connections\/links\/manufacturing\/
School of Data Science (SDS),market strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/market-strategy\/
School of Data Science (SDS),mobile analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobile-analytics\/
School of Data Science (SDS),mobile strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/mobile-strategy\/
School of Data Science (SDS),retail marketing,1,https:\/\/pages.charlotte.edu\/connections\/links\/retail-marketing\/
School of Data Science (SDS),retail merchandising,1,https:\/\/pages.charlotte.edu\/connections\/links\/retail-merchandising\/
School of Data Science (SDS),web personalization,1,https:\/\/pages.charlotte.edu\/connections\/links\/web-personalization\/
School of Data Science (SDS),planning and control,1,https:\/\/pages.charlotte.edu\/connections\/links\/planning-and-control\/
School of Data Science (SDS),systematic creativity,1,https:\/\/pages.charlotte.edu\/connections\/links\/systematic-creativity\/
School of Data Science (SDS),systematic innovation,1,https:\/\/pages.charlotte.edu\/connections\/links\/systematic-innovation\/
School of Data Science (SDS),optimal software development methodologies,1,https:\/\/pages.charlotte.edu\/connections\/links\/optimal-software-development-methodologies\/
School of Data Science (SDS),technology lock-in,1,https:\/\/pages.charlotte.edu\/connections\/links\/technology-lock-in\/
School of Data Science (SDS),e-commerce,1,https:\/\/pages.charlotte.edu\/connections\/links\/e-commerce\/
School of Data Science (SDS),information systems management,1,https:\/\/pages.charlotte.edu\/connections\/links\/information-systems-management\/
School of Data Science (SDS),quality improvement,1,https:\/\/pages.charlotte.edu\/connections\/links\/quality-improvement\/
School of Data Science (SDS),image positioning,1,https:\/\/pages.charlotte.edu\/connections\/links\/image-positioning\/
School of Data Science (SDS),firm strategy,1,https:\/\/pages.charlotte.edu\/connections\/links\/firm-strategy\/
School of Data Science (SDS),open science,1,https:\/\/pages.charlotte.edu\/connections\/links\/open-science\/
School of Data Science (SDS),service management,1,https:\/\/pages.charlotte.edu\/connections\/links\/service-management\/
School of Data Science (SDS),software agents,1,https:\/\/pages.charlotte.edu\/connections\/links\/software-agents\/
School of Data Science (SDS),spatial complexity,1,https:\/\/pages.charlotte.edu\/connections\/links\/spatial-complexity\/
School of Data Science (SDS),spatial phenomena,1,https:\/\/pages.charlotte.edu\/connections\/links\/spatial-phenomena\/
School of Data Science (SDS),spatial problems,1,https:\/\/pages.charlotte.edu\/connections\/links\/spatial-problems\/
School of Data Science (SDS),spatial systems,1,https:\/\/pages.charlotte.edu\/connections\/links\/spatial-systems\/
School of Data Science (SDS),virtual organization,1,https:\/\/pages.charlotte.edu\/connections\/links\/virtual-organization\/
School of Data Science (SDS),big data analytics,1,https:\/\/pages.charlotte.edu\/connections\/links\/big-data-analytics\/
School of Data Science (SDS),branding,1,https:\/\/pages.charlotte.edu\/connections\/links\/branding\/
School of Data Science (SDS),quality control,1,https:\/\/pages.charlotte.edu\/connections\/links\/quality-control\/
School of Data Science (SDS),business ethics,1,https:\/\/pages.charlotte.edu\/connections\/links\/business-ethics\/
